name,email,subject,date,year,month,day,hour,minute,domain,party,disclaimer,committee,cogito_14b,gpt-4o_november,granite31_dense,olmo2_13b,phi4_november,mistral_small,qwq_november,internlm3_8b,qwen3_14b,qwen25_november,qwen3_32b,granite3.2_november,cogito_70b,llama_4,internlm2_november,phi3_november,openthinker_32b,olmo2_7b,llama33_november,cogito_32b,granite3.3_november,gemma3_27b,deepseek_r1,gemini_25,qwen3_8b,command_a,gpt_5,gemini20_flash,claude35_haiku,mixtral_november,command_r7b,gpt_41,mistral_nemo,exaone35_32b,hermes3_70b,gemma3_12b,gptoss20b_november,claude_sonnet,exaone_deep,tulu3_8b,gemma2_november,claude35_sonnet,phi4_reasoning,gemini25_flash,qwen25_72b,phi4_mini,claude37_sonnet,o3-mini_november,gemma2_27b,claude_haiku,model_count,exact_matches
Jon Tester,info@losecruz.com,Eleventh hour,11/2/24 18:06,2024,11,2,18,6,losecruz.com,D,True,SENSIBLE AMERICANS PAC,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SENSIBLE AMERICANS PAC,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SENSIBLE AMERICANS PAC,"SENSIBLE AMERICANS PAC, LOSECRUZ.COM",SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SETH MOULTON FOR CONGRESS,SENSIBLE AMERICANS PAC,48,3
John Fetterman,info@e.johnfetterman.com,"It’s our choice, Pennsylvania",11/2/24 18:09,2024,11,2,18,9,e.johnfetterman.com,D,True,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PENNSYLVANIA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,FETTERMAN FOR PA,50,49
Donald J. Trump,contact@win.donaldjtrump.com,My final address to the nation?,11/2/24 18:11,2024,11,2,18,11,win.donaldjtrump.com,R,True,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,"TRUMP NATIONAL COMMITTEE JFC INC., A JOINT FUNDRAISING COMMITTEE COMPOSED OF AND AUTHORIZED BY DONALD J. TRUMP FOR PRESIDENT 2024, INC. AND THE REPUBLICAN NATIONAL COMMITTEE",TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,TRUMP NATIONAL COMMITTEE JFC INC.,48,47
Nella Domenici,info@nellanewmexico.com,“Go out and vote Nella!”,11/2/24 18:15,2024,11,2,18,15,nellanewmexico.com,R,True,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,N ELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,NELLA FOR SENATE,50,49
"Jessica Mackler, EMILYs List ",information@emilyslist.org,The margin of effort.,11/2/24 18:17,2024,11,2,18,17,emilyslist.org,D,True,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILY'S LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,,EMILYS LIST,,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYSLIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILY'S LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,EMILYS LIST,48,45
Janelle Bynum,info@tinafororegon.com,Good news and bad news,11/2/24 18:18,2024,11,2,18,18,tinafororegon.com,D,True,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KTE,,FRIENDS OF TINA KOTEK,,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTECH,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,FRIENDS OF TINA KOTEK,47,45
"Brown, Sherrod",info@sherrodbrown.com,just checked ActBlue (not good),11/2/24 18:22,2024,11,2,18,22,sherrodbrown.com,D,True,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,FRIENDS OF SHERROD BROWN,49,49
Donald Trump Jr.,info@americanlibertyalert.com,Anything you can do…,11/2/24 18:23,2024,11,2,18,23,americanlibertyalert.com,,True,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR US SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FORSENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR US SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FORSENATE,BERNIE MORENO FOR SENATE,BERNIE MORENO FOR SENATE,49,45
Jared Moskowitz,info@mail.blueampaction.com,wayyy behind,11/2/24 18:24,2024,11,2,18,24,mail.blueampaction.com,D,True,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,BLUE AMP ACTION PAC,48,48
 BARACK OBAMA RALLY (via Raja Krishnamoorthi),info@rajaforcongress.com,STUNNING announcement:,11/2/24 18:25,2024,11,2,18,25,rajaforcongress.com,D,True,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,"FRIENDS OF RAJA FOR CONGRESS, PO BOX 681202 SCHAUMBURG, IL 60168 UNITED STATES",FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,FRIENDS OF RAJA FOR CONGRESS,49,48
Ruiz HQ,info@drraulruiz.com,The countdown is on:,11/2/24 18:25,2024,11,2,18,25,drraulruiz.com,D,True,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,,,,,,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,,DR. RAUL RUIZ FOR CONGRESS COMMITTEE,16,16
Hakeem Jeffries,info@hakeemjeffries.com,Membership #125692147 for dpwillis67@gmail.com,11/2/24 18:26,2024,11,2,18,26,hakeemjeffries.com,D,True,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,44,44
Tim Sheehy,info@standingstrongamerica.com,We can’t run ads,11/2/24 18:27,2024,11,2,18,27,standingstrongamerica.com,R,True,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA HONESTLY,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MON TANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,,TIM SHEEHY FOR MONTAN,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,TIM SHEEHY FOR MONTANA,47,44
Debbie Mucarsel-Powell,info@defeatboebertpac.com,Your chance to get to know me a little better,11/2/24 18:30,2024,11,2,18,30,defeatboebertpac.com,D,True,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBRT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,VAL DEMINGS FOR SENATE,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEBBIE MUCARSEL-POWERS,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,DEFEAT BOEBERT PAC,49,46
Suzan DelBene,info@kristinforwisconsin.com,If you want to know where your support has the biggest impact read this,11/2/24 18:30,2024,11,2,18,30,kristinforwisconsin.com,D,True,FRIENDS OF KRISTIN FOR WISCONSIN,,FRIENDS OF KRISTIN FOR WISCONSIN,,,,FRIENDS OF KRISTIN FOR WISCONSIN,,,,FRIENDS OF KRISTIN FOR WISCONSIN,,,,FRIENDS OF KRISTIN FOR WISCONSIN,,,,,,,,,,FRIENDS OF KRISTIN FOR WISCONSIN,,,FRIENDSOF KRISTIN FOR WISCONSIN,FRIENDS OF KRISTIN FOR WISCONSIN,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,FRIENDS OF KRISTIN FOR WISCONSIN,,,,,FRIENDSOF KRISTIN FOR WISCONSIN,FRIENDS OF KRISTIN FOR WISCONSIN,,,,FRIENDS OF KRISTIN FOR WISCONSIN,,FRIENDSOF KRISTIN FOR WISCONSIN,,,FRIENDS OF KRISTIN FOR WISCONSIN,FRIENDSOF KRISTIN FOR WISCONSIN,,FRIENDS OF KRISTIN FOR WISCONSIN,16,11
Rep. Nikema Williams,feedback@georgiademocrat.org,no second chances,11/2/24 18:31,2024,11,2,18,31,georgiademocrat.org,D,True,DEMOCRATIC PARTY OF GEORGIA,,DEMOCRATIC PARTY OF GEORGIA,,,,DEMOCRATIC PARTY OF GEORGIA,,,,DEMOCRATIC PARTY OF GEORGIA,,,,DEMOCRATIC PARTY OF GEORGIA,,,,,,,,,,DEMOCRATIC PARTY OF GEORGIA,,,DEMOCRATIC PARTY OF GEORGIA,DEMOCRATIC PARTY OF GEORGIA,DEMOCRATIC PARTY OF GEORGIA,,,DEMOCRATIC PARTY OF GEORGIA,,,,,"DEMOCRATIC PARTY OF GEORGIA, P.O. BOX 89202 ATLANTA, GA 30312 UNITEDSTATES",THE DEMOCRATIC PARTY OF GEORGIA,,,,DEMOCRATIC PARTY OF GEORGIA,,DEMOCRATIC PARTY OF GEORGIA,,,DEMOCRATIC PARTY OF GEORGIA,DEMOCRATIC PARTY OF GEORGIA,,DEMOCRATIC PARTY OF GEORGIA,16,14
